Tree_Mode,Criterion,Bins,Max_Depth,Min_sample_split,Min_sample_leaf,ACCURACY,F1_SCORE,ELAPSED_TIME_MS,TEST_TOTAL_TIME_MIN,TEST_TOTAL_TIME_SEC
classic,entropy,0,2,2,1,0.7878787878787878,0.7855065096444406,4.7149658203125,0.09213366508483886,5.528019905090332
classic,entropy,0,2,3,1,0.7878787878787878,0.7855065096444406,0.9539127349853516, , 
classic,entropy,0,2,5,1,0.7878787878787878,0.7855065096444406,0.9291172027587891, , 
classic,entropy,0,2,5,3,0.7878787878787878,0.7855065096444406,0.9307861328125, , 
classic,entropy,0,2,10,1,0.7878787878787878,0.7855065096444406,0.9171962738037109, , 
classic,entropy,0,2,10,3,0.7878787878787878,0.7855065096444406,0.9160041809082031, , 
classic,entropy,0,2,10,5,0.7878787878787878,0.7855065096444406,1.0409355163574219, , 
classic,entropy,0,2,25,1,0.7878787878787878,0.7855065096444406,0.8740425109863281, , 
classic,entropy,0,2,25,3,0.7878787878787878,0.7855065096444406,0.9591579437255859, , 
classic,entropy,0,2,25,5,0.7878787878787878,0.7855065096444406,0.9229183197021484, , 
classic,entropy,0,2,25,10,0.7878787878787878,0.7855065096444406,0.9210109710693359, , 
classic,entropy,0,2,50,1,0.7878787878787878,0.7855065096444406,0.9670257568359375, , 
classic,entropy,0,2,50,3,0.7878787878787878,0.7855065096444406,0.8029937744140625, , 
classic,entropy,0,2,50,5,0.7878787878787878,0.7855065096444406,0.8418560028076172, , 
classic,entropy,0,2,50,10,0.7878787878787878,0.7855065096444406,0.7669925689697266, , 
classic,entropy,0,2,50,25,0.7272727272727273,0.7267700041893589,0.8461475372314453, , 
classic,entropy,0,3,2,1,0.7272727272727273,0.7257645580226225,1.0848045349121094, , 
classic,entropy,0,3,3,1,0.7272727272727273,0.7257645580226225,0.9849071502685547, , 
classic,entropy,0,3,5,1,0.7272727272727273,0.7257645580226225,1.0161399841308594, , 
classic,entropy,0,3,5,3,0.7272727272727273,0.7257645580226225,0.9160041809082031, , 
classic,entropy,0,3,10,1,0.7272727272727273,0.7257645580226225,0.9539127349853516, , 
classic,entropy,0,3,10,3,0.7272727272727273,0.7257645580226225,0.9441375732421875, , 
classic,entropy,0,3,10,5,0.7272727272727273,0.7257645580226225,0.9250640869140625, , 
classic,entropy,0,3,25,1,0.7878787878787878,0.7855065096444406,0.8938312530517578, , 
classic,entropy,0,3,25,3,0.7878787878787878,0.7855065096444406,0.8320808410644531, , 
classic,entropy,0,3,25,5,0.7878787878787878,0.7855065096444406,0.9059906005859375, , 
classic,entropy,0,3,25,10,0.7878787878787878,0.7855065096444406,0.8161067962646484, , 
classic,entropy,0,3,50,1,0.7878787878787878,0.7855065096444406,0.8981227874755859, , 
classic,entropy,0,3,50,3,0.7878787878787878,0.7855065096444406,0.8032321929931641, , 
classic,entropy,0,3,50,5,0.7878787878787878,0.7855065096444406,0.8211135864257812, , 
classic,entropy,0,3,50,10,0.7878787878787878,0.7855065096444406,0.7779598236083984, , 
classic,entropy,0,3,50,25,0.7272727272727273,0.7267700041893589,0.7796287536621094, , 
classic,entropy,0,4,2,1,0.7575757575757576,0.7548821548821549,1.0139942169189453, , 
classic,entropy,0,4,3,1,0.696969696969697,0.6936026936026938,0.9868144989013672, , 
classic,entropy,0,4,5,1,0.7575757575757576,0.7548821548821549,1.2218952178955078, , 
classic,entropy,0,4,5,3,0.7575757575757576,0.7571301247771836,0.9701251983642578, , 
classic,entropy,0,4,10,1,0.7272727272727273,0.7257645580226225,1.0161399841308594, , 
classic,entropy,0,4,10,3,0.7575757575757576,0.7571301247771836,0.9140968322753906, , 
classic,entropy,0,4,10,5,0.7272727272727273,0.7257645580226225,1.0361671447753906, , 
classic,entropy,0,4,25,1,0.7878787878787878,0.7855065096444406,0.9226799011230469, , 
classic,entropy,0,4,25,3,0.7878787878787878,0.7855065096444406,0.8411407470703125, , 
classic,entropy,0,4,25,5,0.7878787878787878,0.7855065096444406,0.8909702301025391, , 
classic,entropy,0,4,25,10,0.7878787878787878,0.7855065096444406,0.8041858673095703, , 
classic,entropy,0,4,50,1,0.7878787878787878,0.7855065096444406,0.7860660552978516, , 
classic,entropy,0,4,50,3,0.7878787878787878,0.7855065096444406,0.7750988006591797, , 
classic,entropy,0,4,50,5,0.7878787878787878,0.7855065096444406,0.762939453125, , 
classic,entropy,0,4,50,10,0.7878787878787878,0.7855065096444406,0.7469654083251953, , 
classic,entropy,0,4,50,25,0.7272727272727273,0.7267700041893589,0.7369518280029297, , 
classic,entropy,0,5,2,1,0.696969696969697,0.6936026936026938,1.1599063873291016, , 
classic,entropy,0,5,3,1,0.696969696969697,0.6936026936026938,0.9598731994628906, , 
classic,entropy,0,5,5,1,0.696969696969697,0.6936026936026938,1.0113716125488281, , 
classic,entropy,0,5,5,3,0.7272727272727273,0.7257645580226225,0.9667873382568359, , 
classic,entropy,0,5,10,1,0.7272727272727273,0.7257645580226225,0.96893310546875, , 
classic,entropy,0,5,10,3,0.7272727272727273,0.7257645580226225,0.9379386901855469, , 
classic,entropy,0,5,10,5,0.7272727272727273,0.7257645580226225,0.9560585021972656, , 
classic,entropy,0,5,25,1,0.7878787878787878,0.7855065096444406,0.8709430694580078, , 
classic,entropy,0,5,25,3,0.7878787878787878,0.7855065096444406,0.8299350738525391, , 
classic,entropy,0,5,25,5,0.7878787878787878,0.7855065096444406,0.8778572082519531, , 
