Tree_Mode,Criterion,Bins,Max_Depth,Min_sample_split,Min_sample_leaf,ACCURACY,F1_SCORE,ELAPSED_TIME_MS,TEST_TOTAL_TIME_MIN,TEST_TOTAL_TIME_SEC
classic,entropy,0,2,2,1,0.7878787878787878,0.7855065096444406,69797.85990715027,448.7341446042061,26924.048676252365
classic,entropy,0,2,3,1,0.7878787878787878,0.7855065096444406,69762.21895217896, , 
classic,entropy,0,2,5,1,0.7878787878787878,0.7855065096444406,68150.23112297058, , 
classic,entropy,0,2,5,3,0.7878787878787878,0.7855065096444406,68825.45375823975, , 
classic,entropy,0,2,10,1,0.7878787878787878,0.7855065096444406,67402.77814865112, , 
classic,entropy,0,2,10,3,0.7878787878787878,0.7855065096444406,67337.9578590393, , 
classic,entropy,0,2,10,5,0.7878787878787878,0.7855065096444406,68535.65120697021, , 
classic,entropy,0,2,25,1,0.7878787878787878,0.7855065096444406,48016.85118675232, , 
classic,entropy,0,2,25,3,0.7878787878787878,0.7855065096444406,46563.3339881897, , 
classic,entropy,0,2,25,5,0.7878787878787878,0.7855065096444406,46359.381914138794, , 
classic,entropy,0,2,25,10,0.7878787878787878,0.7855065096444406,47101.104974746704, , 
classic,entropy,0,2,50,1,0.7878787878787878,0.7855065096444406,24314.80121612549, , 
classic,entropy,0,2,50,3,0.7878787878787878,0.7855065096444406,24354.78186607361, , 
classic,entropy,0,2,50,5,0.7878787878787878,0.7855065096444406,24581.72106742859, , 
classic,entropy,0,2,50,10,0.7878787878787878,0.7855065096444406,24640.58017730713, , 
classic,entropy,0,2,50,25,0.5151515151515151,0.3503030303030303,24283.22196006775, , 
classic,entropy,0,3,2,1,0.7272727272727273,0.7257645580226225,99396.78692817688, , 
classic,entropy,0,3,3,1,0.7272727272727273,0.7257645580226225,85951.08389854431, , 
classic,entropy,0,3,5,1,0.7272727272727273,0.7257645580226225,86508.90898704529, , 
classic,entropy,0,3,5,3,0.7272727272727273,0.7257645580226225,86712.37421035767, , 
classic,entropy,0,3,10,1,0.7272727272727273,0.7257645580226225,86650.04801750183, , 
classic,entropy,0,3,10,3,0.7272727272727273,0.7257645580226225,88196.00987434387, , 
classic,entropy,0,3,10,5,0.7272727272727273,0.7257645580226225,87533.61797332764, , 
classic,entropy,0,3,25,1,0.7878787878787878,0.7855065096444406,47535.28094291687, , 
classic,entropy,0,3,25,3,0.7878787878787878,0.7855065096444406,46314.658880233765, , 
classic,entropy,0,3,25,5,0.7878787878787878,0.7855065096444406,46575.55890083313, , 
classic,entropy,0,3,25,10,0.7878787878787878,0.7855065096444406,46209.89489555359, , 
classic,entropy,0,3,50,1,0.7878787878787878,0.7855065096444406,24211.20524406433, , 
classic,entropy,0,3,50,3,0.7878787878787878,0.7855065096444406,24063.642978668213, , 
classic,entropy,0,3,50,5,0.7878787878787878,0.7855065096444406,24748.454093933105, , 
classic,entropy,0,3,50,10,0.7878787878787878,0.7855065096444406,24994.049072265625, , 
classic,entropy,0,3,50,25,0.5151515151515151,0.3503030303030303,24221.46201133728, , 
classic,entropy,0,4,2,1,0.7575757575757576,0.7548821548821549,132869.69995498657, , 
classic,entropy,0,4,3,1,0.7575757575757576,0.7548821548821549,119664.8941040039, , 
classic,entropy,0,4,5,1,0.7575757575757576,0.7548821548821549,121336.93289756775, , 
classic,entropy,0,4,5,3,0.7272727272727273,0.7257645580226225,122376.02090835571, , 
classic,entropy,0,4,10,1,0.7272727272727273,0.7257645580226225,106612.36095428467, , 
classic,entropy,0,4,10,3,0.7272727272727273,0.7257645580226225,109209.60211753845, , 
classic,entropy,0,4,10,5,0.7272727272727273,0.7257645580226225,106409.78717803955, , 
classic,entropy,0,4,25,1,0.7878787878787878,0.7855065096444406,46750.523805618286, , 
classic,entropy,0,4,25,3,0.7878787878787878,0.7855065096444406,46922.35708236694, , 
classic,entropy,0,4,25,5,0.7878787878787878,0.7855065096444406,46944.560050964355, , 
classic,entropy,0,4,25,10,0.7878787878787878,0.7855065096444406,47330.960750579834, , 
classic,entropy,0,4,50,1,0.7878787878787878,0.7855065096444406,24718.098163604736, , 
classic,entropy,0,4,50,3,0.7878787878787878,0.7855065096444406,24942.107915878296, , 
classic,entropy,0,4,50,5,0.7878787878787878,0.7855065096444406,25671.993017196655, , 
classic,entropy,0,4,50,10,0.7878787878787878,0.7855065096444406,26177.13475227356, , 
classic,entropy,0,4,50,25,0.5151515151515151,0.3503030303030303,26174.877166748047, , 
classic,entropy,0,5,2,1,0.7575757575757576,0.7548821548821549,155808.21681022644, , 
classic,entropy,0,5,3,1,0.7575757575757576,0.7548821548821549,123812.7121925354, , 
classic,entropy,0,5,5,1,0.7575757575757576,0.7548821548821549,129939.59999084473, , 
classic,entropy,0,5,5,3,0.7272727272727273,0.7257645580226225,129726.78303718567, , 
classic,entropy,0,5,10,1,0.7272727272727273,0.7257645580226225,111140.99097251892, , 
classic,entropy,0,5,10,3,0.7272727272727273,0.7257645580226225,110174.07393455505, , 
classic,entropy,0,5,10,5,0.7272727272727273,0.7257645580226225,111503.65591049194, , 
classic,entropy,0,5,25,1,0.7878787878787878,0.7855065096444406,50205.45196533203, , 
classic,entropy,0,5,25,3,0.7878787878787878,0.7855065096444406,50056.18906021118, , 
classic,entropy,0,5,25,5,0.7878787878787878,0.7855065096444406,50005.44881820679, , 
classic,entropy,0,5,25,10,0.7878787878787878,0.7855065096444406,50187.65902519226, , 
classic,entropy,0,5,50,1,0.7878787878787878,0.7855065096444406,26227.198839187622, , 
classic,entropy,0,5,50,3,0.7878787878787878,0.7855065096444406,26190.991163253784, , 
classic,entropy,0,5,50,5,0.7878787878787878,0.7855065096444406,26087.22186088562, , 
classic,entropy,0,5,50,10,0.7878787878787878,0.7855065096444406,26052.742958068848, , 
classic,entropy,0,5,50,25,0.5151515151515151,0.3503030303030303,26213.301181793213, , 
classic,entropy,0,6,2,1,0.7575757575757576,0.7548821548821549,155224.9779701233, , 
classic,entropy,0,6,3,1,0.7575757575757576,0.7548821548821549,121043.7650680542, , 
classic,entropy,0,6,5,1,0.7575757575757576,0.7548821548821549,124361.06610298157, , 
classic,entropy,0,6,5,3,0.7272727272727273,0.7257645580226225,124155.39884567261, , 
classic,entropy,0,6,10,1,0.7272727272727273,0.7257645580226225,107459.26785469055, , 
classic,entropy,0,6,10,3,0.7272727272727273,0.7257645580226225,105727.12397575378, , 
classic,entropy,0,6,10,5,0.7272727272727273,0.7257645580226225,107475.90827941895, , 
classic,entropy,0,6,25,1,0.7878787878787878,0.7855065096444406,47324.55897331238, , 
classic,entropy,0,6,25,3,0.7878787878787878,0.7855065096444406,47373.06070327759, , 
classic,entropy,0,6,25,5,0.7878787878787878,0.7855065096444406,47751.21188163757, , 
classic,entropy,0,6,25,10,0.7878787878787878,0.7855065096444406,47394.466161727905, , 
classic,entropy,0,6,50,1,0.7878787878787878,0.7855065096444406,24796.11110687256, , 
classic,entropy,0,6,50,3,0.7878787878787878,0.7855065096444406,24818.50814819336, , 
classic,entropy,0,6,50,5,0.7878787878787878,0.7855065096444406,24721.53902053833, , 
classic,entropy,0,6,50,10,0.7878787878787878,0.7855065096444406,24730.602025985718, , 
classic,entropy,0,6,50,25,0.5151515151515151,0.3503030303030303,24978.543043136597, , 
classic,entropy,0,7,2,1,0.7575757575757576,0.7548821548821549,149564.99195098877, , 
classic,entropy,0,7,3,1,0.7575757575757576,0.7548821548821549,123753.50975990295, , 
classic,entropy,0,7,5,1,0.7575757575757576,0.7548821548821549,123359.99488830566, , 
classic,entropy,0,7,5,3,0.7272727272727273,0.7257645580226225,121684.63587760925, , 
classic,entropy,0,7,10,1,0.7272727272727273,0.7257645580226225,104871.11711502075, , 
classic,entropy,0,7,10,3,0.7272727272727273,0.7257645580226225,104760.03885269165, , 
